Plate_well,exp,fcs.name,SingleCells.count,NonEry.count,CD56neg.count,CD14neg.count,IntermediateNeut.count,IntermediateNeut.freq.of.CD14neg,MatureNeut.count,MatureNeut.freq.of.CD14neg,MatureNeut.FSC.A,MatureNeut.SSC.A,EarlyNeut.count,EarlyNeut.freq.of.CD14neg,Mono.count,Mono.freq.of.NonEry,Mono.freq.of.CD56neg,Mono.CD11b.Median,Mono.CD14.Median,Mono.FSC.A,Mono.SSC.A,Mono2.count,Mono2.freq.of.NonEry,Mono2.freq.of.CD56neg,Mono2.CD11b.Median,Mono2.CD14.Median,Mono2.FSC.A,Mono2.SSC.A,Ery.count,IntermediateNeut.FSC.A,IntermediateNeut.SSC.A,EarlyNeut.FSC.A,EarlyNeut.SSC.A,CD66bNeut.CD11b.Median,CD66bNeut.CD66b.Median,CD66bNeut.FSC.A,CD66bNeut.SSC.A,TrueFalse,Sort_id,FSC-A,FSC-W,SSC-A,CD33,CD45RA,CD34,CD90,CD49f,CD38,CD19,Live/Dead,CD7/10,CD45,Time,Cell_seeded
3_G10,AML3,AML_151044_Plate3_G10_G10_065.fcs,17289,17101,16716,11498,9,0.078,0,0,NA,NA,1958,17,2654,15.5,15.9,2387,2928,186688,70784,2651,15.5,15.9,2387,2928,186688,70784,0,100736,36544,149504,46656,1987,4328,118656,59840,TRUE,3_G10,70380,86180,14339,33,47,1406,-18,689,-67,29,-12,426,2016,18483,HSC
3_G11,AML3,AML_151044_Plate3_G11_G11_066.fcs,66434,63560,62571,45612,6862,15,458,1,228544,64704,12013,26.3,10076,15.9,16.1,2963,2461,196800,89536,10066,15.8,16.1,2963,2466,196736,89472,4,190784,42432,175232,44160,742,5051,194112,44224,TRUE,3_G11,78706,87875,14631,5,34,2005,2,703,-161,-5,-60,579,3081,18756,HSC
3_G12,AML3,AML_151044_Plate3_G12_G12_067.fcs,37591,37164,36651,18021,396,2.2,64,0.36,218944,62336,10771,59.8,11980,32.2,32.7,2355,2804,199104,81792,11973,32.2,32.7,2355,2804,199104,81792,0,191872,47808,177856,51200,1026,4145,197248,55744,TRUE,3_G12,67618,84529,13411,148,30,1336,112,986,-115,43,2,308,1813,19009,HSC
3_H1,AML3,AML_151044_Plate3_H1_H01_068.fcs,15145,4913,4836,4585,5,0.11,30,0.65,198720,113408,15,0.33,75,1.53,1.55,4389,1317,241344,166464,48,0.98,0.99,3539,1389,228096,145088,1087,146432,54656,148096,54592,2882,7012,211072,133184,TRUE,3_H1,69642,87092,17475,-41,21,1245,137,790,14,10,-25,267,1798,21743,HSC
3_H2,AML3,AML_151044_Plate3_H2_H02_069.fcs,7860,7846,7823,5891,559,9.49,2466,41.9,207680,73408,8,0.14,810,10.3,10.4,3208,2461,217984,70912,495,6.31,6.33,2843,6107,202112,62208,1,168576,34880,162944,42304,2476,15053,213952,95424,TRUE,3_H2,74440,91125,11834,98,27,1206,118,347,12,2,-1,339,1196,21510,HSC
3_H5,AML3,AML_151044_Plate3_H5_H05_071.fcs,76599,74730,73494,45530,57,0.13,4,0.00879,58624,34624,12482,27.4,10659,14.3,14.5,1788,3754,169152,60416,10654,14.3,14.5,1788,3754,169152,60416,18,185984,48704,184000,45056,1961,4555,104448,57216,TRUE,3_H5,71682,89307,12593,87,21,1008,305,1113,-56,37,73,502,2114,20876,HSC
3_H6,AML3,AML_151044_Plate3_H6_H06_072.fcs,3476,1968,1832,1338,1,0.075,1,0.075,262080,262080,13,0.97,8,0.41,0.44,2193,3785,204352,88000,7,0.36,0.38,2193,3942,204352,88000,151,193536,112704,174144,50240,826,3766,193536,112704,TRUE,3_H6,75186,95774,11940,174,16,706,-29,1935,-20,18,-59,318,2126,20630,HSC
3_H7,AML3,AML_151044_Plate3_H7_H07_073.fcs,767,747,717,510,4,0.78,0,0,NA,NA,142,27.8,92,12.3,12.8,2006,4711,194560,72384,91,12.2,12.7,2006,4761,196544,72384,0,136384,40128,199360,50688,1738,3637,194752,67072,TRUE,3_H7,63641,83715,12307,90,21,1117,628,1556,-143,3,-11,339,1362,20399,HSC
3_H8,AML3,AML_151044_Plate3_H8_H08_074.fcs,13214,13093,12916,8451,5985,70.8,1889,22.4,185024,47104,253,2.99,3574,27.3,27.7,7049,4575,251328,119872,3500,26.7,27.1,7142,4662,252416,121472,1,177792,37952,166976,46976,842,26077,179520,40064,TRUE,3_H8,70573,86672,13313,36,10,829,-68,587,-108,42,-8,284,1712,20200,HSC
3_H9,AML3,AML_151044_Plate3_H9_H09_075.fcs,12565,12511,12329,8601,5258,61.1,1890,22,191104,50304,740,8.6,2650,21.2,21.5,5103,3279,244032,111936,2600,20.8,21.1,5158,3319,244224,112384,0,178432,39872,163136,46464,879,21019,181120,42368,TRUE,3_H9,68886,85221,9626,94,35,938,-27,447,9,0,54,215,1743,19933,HSC
3_H10,AML3,AML_151044_Plate3_H10_H10_076.fcs,6738,6705,6459,2684,14,0.52,7,0.26,126912,35840,874,32.6,2654,39.6,41.1,2419,3808,185664,73024,2654,39.6,41.1,2419,3808,185664,73024,0,98688,46080,145856,53888,2262,5171,81984,52352,TRUE,3_H10,65882,84158,10010,34,29,1339,236,799,65,33,-15,316,1920,19716,HSC
4_A1,AML3,AML_151044_Plate4_A1_A01_001.fcs,17777,8001,7604,7584,23,0.3,3,0.04,189888,118784,7,0.092,6,0.075,0.079,6631,1976,262080,259264,6,0.075,0.079,6631,1976,262080,259264,602,89024,58880,65536,39872,1521,4052,133888,72832,TRUE,4_A1,84826,90865,17644,70,8,1157,-47,324,72,-2,14,346,1502,832,HSC
4_A4,AML3,AML_151044_Plate4_A4_A04_002.fcs,15986,15528,15195,6343,50,0.79,7,0.11,206912,54400,3728,58.8,6649,42.8,43.8,2433,6335,190336,66688,6644,42.8,43.7,2433,6335,190272,66688,34,177920,41344,175168,48000,1206,3174,198272,54464,TRUE,4_A4,68504,86096,12514,-14,-1,1420,-56,1999,-177,30,-51,353,2191,1545,HSC
4_A5,AML3,AML_151044_Plate4_A5_A05_003.fcs,20236,18931,18489,10025,223,2.22,35,0.35,225792,60352,5575,55.6,3771,19.9,20.4,2854,3831,214272,90688,3768,19.9,20.4,2854,3831,214208,90688,20,185792,47552,159808,54080,1097,3872,193984,56256,TRUE,4_A5,63476,85429,9131,66,43,1755,356,655,-158,9,-79,427,1325,1761,HSC
4_A6,AML3,AML_151044_Plate4_A6_A06_004.fcs,64874,64230,63987,27346,1546,5.65,444,1.62,216384,60864,16501,60.3,25596,39.9,40,2447,2563,206848,80256,25590,39.8,40,2447,2563,206848,80256,5,188352,43520,180160,51520,956,5280,197824,49984,TRUE,4_A6,52521,79023,13028,208,25,1146,-41,1796,-47,-2,-30,246,1224,1958,HSC
4_A7,AML3,AML_151044_Plate4_A7_A07_005.fcs,5754,5384,5296,2332,96,4.12,4,0.17,72576,51008,1081,46.4,2015,37.4,38,3926,4125,229440,110784,2009,37.3,37.9,3926,4133,229376,110656,9,64128,44160,90240,45888,1065,3198,73216,51776,TRUE,4_A7,74341,86412,16446,48,4,1684,952,1025,-79,56,-94,513,1938,2192,HSC
4_A8,AML3,AML_151044_Plate4_A8_A08_006.fcs,1344,485,401,365,0,0,0,0,NA,NA,3,0.82,2,0.41,0.5,1913,3532,227392,88064,2,0.41,0.5,1913,3532,227392,88064,172,NA,NA,170304,53312,1275,3030,49600,38656,TRUE,4_A8,75494,88422,14564,36,26,1471,1,3070,-33,27,-124,408,2332,2433,HSC
4_A9,AML3,AML_151044_Plate4_A9_A09_007.fcs,18181,17113,16588,6918,408,5.9,47,0.68,224512,72384,2990,43.2,5914,34.6,35.7,2871,3107,203392,86144,5904,34.5,35.6,2865,3101,203264,86080,27,181120,50240,144384,48512,954,4317,181312,53696,TRUE,4_A9,73495,86676,16713,91,55,1196,-59,1096,-61,-1,19,271,2305,2648,HSC
4_A10,AML3,AML_151044_Plate4_A10_A10_008.fcs,14082,14004,13706,8277,204,2.46,10,0.12,204800,43584,3773,45.6,3430,24.5,25,2337,3671,201344,69824,3430,24.5,25,2337,3671,201344,69824,0,189312,49920,182464,44096,1121,3098,196032,56448,TRUE,4_A10,68701,84245,13208,153,34,1139,58,463,49,40,3,322,1807,2847,HSC
4_A12,AML3,AML_151044_Plate4_A12_A12_009.fcs,35597,13840,13527,9166,1636,17.8,1863,20.3,165248,48448,431,4.7,1238,8.95,9.15,3769,4435,187200,91200,1185,8.56,8.76,3816,4575,187456,92352,911,160256,37184,152384,48896,1190,20597,162624,43456,TRUE,4_A12,73422,86620,11127,53,29,892,-11,467,-93,-9,-22,321,1518,3280,HSC
4_B1,AML3,AML_151044_Plate4_B1_B01_010.fcs,10446,10396,10166,5753,3958,68.8,875,15.2,198016,52160,641,11.1,3468,33.4,34.1,5812,6093,245120,108544,3413,32.8,33.6,5874,6267,246336,109440,0,176704,38592,166080,41216,789,15401,179328,40704,TRUE,4_B1,80066,88279,17773,130,30,1322,266,925,-105,41,-45,448,2675,5932,HSC
4_B3,AML3,AML_151044_Plate4_B3_B03_011.fcs,11693,11445,11053,5415,2269,41.9,250,4.62,227072,59008,1790,33.1,4581,40,41.4,9929,8226,262080,169152,4563,39.9,41.3,9906,8244,262080,168832,1,182016,40064,170176,40064,752,7088,186240,41920,TRUE,4_B3,70914,85129,13497,-31,18,1112,47,1247,-60,20,-44,312,1259,5532,HSC
4_B4,AML3,AML_151044_Plate4_B4_B04_012.fcs,46975,45927,45241,33765,75,0.22,1,0.00296,209024,78656,9386,27.8,4870,10.6,10.8,1884,3151,178624,59072,4867,10.6,10.8,1888,3151,178624,59072,14,167680,40960,169216,37888,1680,3991,137792,50688,TRUE,4_B4,68931,90385,11711,-11,10,1128,156,1693,-125,35,42,355,1907,5329,HSC
4_B5,AML3,AML_151044_Plate4_B5_B05_013.fcs,34391,34132,33044,28612,56,0.2,1,0.0035,153216,42560,4536,15.9,1882,5.51,5.7,1888,3406,178048,60544,1878,5.5,5.68,1888,3413,177920,60480,5,158592,40000,168960,37056,2173,4417,92672,53888,TRUE,4_B5,72604,85764,13655,31,25,1550,215,1091,-109,25,-13,440,2194,5115,HSC
4_B6,AML3,AML_151044_Plate4_B6_B06_014.fcs,52248,50002,49121,37392,206,0.55,9,0.024,183552,54976,14284,38.2,4646,9.29,9.46,1860,3393,170880,55680,4641,9.28,9.45,1860,3393,170880,55616,23,171136,38976,168384,36224,1152,3151,172608,50624,TRUE,4_B6,68440,84431,12629,60,41,1335,39,759,-131,24,-54,240,1920,4902,HSC
4_B7,AML3,AML_151044_Plate4_B7_B07_015.fcs,7553,7377,7288,4985,3159,63.4,1416,28.4,178432,46656,211,4.23,1545,20.9,21.2,6602,4167,258304,131392,1457,19.8,20,6851,4398,262080,136512,1,165952,34752,165760,40320,892,17826,169408,38464,TRUE,4_B7,66361,86467,18173,80,42,1788,-51,1157,-175,25,-31,451,1818,4706,HSC
4_B10,AML3,AML_151044_Plate4_B10_B10_016.fcs,11765,11634,11533,2959,390,13.2,172,5.81,212608,57536,1339,45.3,7528,64.7,65.3,8262,7957,262080,156480,7519,64.6,65.2,8262,7974,262080,156416,1,180736,38720,186624,47168,1063,5491,194944,47488,TRUE,4_B10,71551,85670,16693,11,62,1697,-51,1174,-88,15,-100,384,2510,4009,HSC
4_B11,AML3,AML_151044_Plate4_B11_B11_017.fcs,26722,26149,26087,12566,754,6,127,1.01,228032,57728,7415,59,8894,34,34.1,2992,2275,202944,85632,8889,34,34.1,2992,2275,202944,85632,2,190144,42048,170176,43840,978,3862,198336,49216,TRUE,4_B11,74906,85492,16389,177,19,1661,-98,3164,-98,12,-134,439,3573,3780,HSC
4_B12,AML3,AML_151044_Plate4_B12_B12_018.fcs,3042,2877,2818,2544,887,34.9,272,10.7,219264,61696,207,8.14,58,2.02,2.06,1874,2911,180352,76800,57,1.98,2.02,1874,3305,180352,76800,6,175488,41984,170752,44416,905,7834,185984,47040,TRUE,4_B12,69510,83949,21979,75,27,1792,206,376,-130,33,8,388,1786,3538,HSC
4_C1,AML3,AML_151044_Plate4_C1_C01_019.fcs,4315,1244,1133,1114,3,0.27,0,0,NA,NA,2,0.18,9,0.72,0.79,9034,2457,262080,262080,7,0.56,0.62,8117,12101,262080,262080,292,175488,45376,58816,16128,972,8788,175488,45376,TRUE,4_C1,75685,88402,17963,110,42,1341,330,1093,-79,2,-29,274,1411,6124,HSC
4_C2,AML3,AML_151044_Plate4_C2_C02_020.fcs,21179,20975,20413,13926,8310,59.7,3198,23,168064,40640,1241,8.91,4271,20.4,20.9,5235,2405,232000,102208,4156,19.8,20.4,5324,2447,233024,103296,1,168064,33472,161856,37568,857,15893,168384,35456,TRUE,4_C2,80266,88466,12508,113,21,1196,-100,1132,-20,-15,-31,334,2063,6323,HSC
4_C3,AML3,AML_151044_Plate4_C3_C03_021.fcs,2660,2484,2316,532,7,1.32,2,0.38,140672,31872,82,15.4,1644,66.2,71,7142,3234,241536,93952,1634,65.8,70.6,7142,3246,241344,93824,1,170112,32384,139712,42752,2414,5198,72576,47488,TRUE,4_C3,82426,90369,18146,61,67,1525,398,2186,-129,33,-102,447,2286,6537,HSC
4_C4,AML3,AML_151044_Plate4_C4_C04_022.fcs,29597,28091,27369,18794,97,0.52,44,0.23,208384,51712,2510,13.4,4804,17.1,17.6,3101,2505,214400,95424,4784,17,17.5,3095,2514,214080,95104,27,164544,47808,177088,48704,1603,4350,200448,65536,TRUE,4_C4,67406,84707,9961,66,32,994,-25,1224,-60,19,-14,266,1447,6736,HSC
4_C6,AML3,AML_151044_Plate4_C6_C06_023.fcs,37403,36569,35101,26303,84,0.32,5,0.019,249152,64384,5960,22.7,4419,12.1,12.6,2177,3393,188160,70528,4415,12.1,12.6,2177,3393,188160,70528,7,159936,48768,169792,41344,2301,4896,88832,53760,TRUE,4_C6,71900,89255,17145,269,17,1093,9,1590,-43,1,-71,298,2202,7195,HSC
4_C8,AML3,AML_151044_Plate4_C8_C08_024.fcs,33368,32939,32835,19919,151,0.76,4,0.02,143424,47296,12437,62.4,6227,18.9,19,2037,3539,178880,58496,6224,18.9,19,2037,3539,178816,58496,3,183040,47936,170048,39808,992,2852,187648,51136,TRUE,4_C8,71977,86876,13981,275,23,1278,-110,2378,-44,41,8,357,1787,7585,HSC
4_C9,AML3,AML_151044_Plate4_C9_C09_025.fcs,973,966,950,521,16,3.07,11,2.11,179264,55360,258,49.5,303,31.4,31.9,4281,2655,202816,83968,302,31.3,31.8,4272,2655,202496,83584,0,174592,47168,167808,47808,1699,3409,177024,69568,TRUE,4_C9,73659,91075,17025,205,19,1460,568,2168,106,12,-72,318,2648,7807,HSC
4_C12,AML3,AML_151044_Plate4_C12_C12_026.fcs,28003,27357,26315,8835,175,1.98,16,0.18,197120,75456,4308,48.8,13686,50,52,2573,3157,204160,78272,13643,49.9,51.8,2573,3157,204096,78208,3,176832,44672,177344,45120,1206,3277,191232,56896,TRUE,4_C12,70265,87538,16626,104,46,1104,69,1274,-105,44,-109,422,1899,8427,HSC
4_D1,AML3,AML_151044_Plate4_D1_D01_027.fcs,12137,11593,11181,3544,127,3.58,12,0.34,185344,71168,1765,49.8,4846,41.8,43.3,3266,3967,213632,95040,4840,41.7,43.3,3266,3975,213632,95040,12,177920,54016,147008,54080,966,3872,177792,58816,TRUE,4_D1,66718,86056,12451,98,22,1228,101,1285,-57,-2,30,341,2278,11001,HSC
4_D2,AML3,AML_151044_Plate4_D2_D02_028.fcs,4925,3109,2686,2488,1,0.04,0,0,NA,NA,5,0.2,5,0.16,0.19,4099,6133,223296,84352,4,0.13,0.15,2969,6133,208256,82304,235,144256,33984,104640,32960,1400,3592,144256,50944,TRUE,4_D2,62865,85519,18628,94,19,1549,12,625,-77,51,44,424,1574,10807,HSC
4_D3,AML3,AML_151044_Plate4_D3_D03_029.fcs,2458,2432,2306,2119,6,0.28,0,0,NA,NA,420,19.8,27,1.11,1.17,2080,2899,192768,58240,27,1.11,1.17,2080,2899,192768,58240,3,155200,48768,176256,40064,1249,2972,179136,63168,TRUE,4_D3,66683,87478,12113,62,22,1149,683,973,-51,15,-20,294,1538,10619,HSC
4_D5,AML3,AML_151044_Plate4_D5_D05_030.fcs,6271,6239,6042,4277,5,0.12,0,0,NA,NA,387,9.05,824,13.2,13.6,2292,4361,175360,60864,821,13.2,13.6,2288,4389,175296,60800,0,165056,47616,160320,43328,2461,5520,101696,57984,TRUE,4_D5,63443,85313,11791,49,10,1462,84,791,-84,25,-60,284,2626,10190,HSC
4_D6,AML3,AML_151044_Plate4_D6_D06_031.fcs,52651,49649,48703,36695,11867,32.3,1133,3.09,234688,66496,8924,24.3,8600,17.3,17.7,3894,2894,187456,87680,8570,17.3,17.6,3894,2899,187264,87488,19,185472,41600,182912,40640,723,5419,189440,43904,TRUE,4_D6,70712,84499,13785,-54,7,910,151,814,55,5,-18,260,1744,9997,HSC
4_D7,AML3,AML_151044_Plate4_D7_D07_032.fcs,13079,12513,12383,3477,61,1.75,4,0.12,164160,40192,1782,51.3,7411,59.2,59.8,5812,6321,262080,141760,7398,59.1,59.7,5812,6335,262080,141760,15,171584,44544,156800,48576,1453,3804,187648,57984,TRUE,4_D7,70771,83819,12013,166,41,1559,204,1791,-27,31,-21,296,2843,9798,HSC
4_D8,AML3,AML_151044_Plate4_D8_D08_033.fcs,14672,3132,2837,2648,6,0.23,9,0.34,180544,64064,3,0.11,28,0.89,0.99,13296,3716,262080,262080,24,0.77,0.85,12353,4263,262080,262080,1142,149184,52800,49152,15680,2519,6118,208768,140416,TRUE,4_D8,79998,89913,19974,22,37,1709,33,365,-53,15,-38,327,1256,9583,HSC
4_D9,AML3,AML_151044_Plate4_D9_D09_034.fcs,4994,4951,4889,2955,19,0.64,1,0.034,187072,65792,1928,65.2,1243,25.1,25.4,2777,4566,178752,66752,1242,25.1,25.4,2771,4566,178752,66688,4,168960,43520,162176,40704,1386,2979,164992,61952,TRUE,4_D9,77040,87790,16207,126,21,1431,-45,668,-39,21,-9,406,2314,9380,HSC
4_D10,AML3,AML_151044_Plate4_D10_D10_035.fcs,358,344,316,140,7,5,3,2.14,148992,34432,35,25,150,43.6,47.5,5213,3273,194624,82432,148,43,46.8,5213,3286,194624,82432,0,149760,32064,138944,35904,1315,4306,146176,34432,TRUE,4_D10,86121,102133,22563,159,17,1522,83,452,112,15,2,648,1413,9120,HSC
4_D11,AML3,AML_151044_Plate4_D11_D11_036.fcs,18095,17896,17808,8961,168,1.87,22,0.25,216448,65728,5214,58.2,7250,40.5,40.7,3427,3286,179328,75072,7246,40.5,40.7,3420,3286,179328,75072,1,183936,47552,172224,45248,1106,3504,197824,59072,TRUE,4_D11,58515,82123,15390,120,17,1707,13,1589,-11,10,-34,352,2037,8873,HSC
4_D12,AML3,AML_151044_Plate4_D12_D12_037.fcs,12839,12792,12769,4332,19,0.44,0,0,NA,NA,2493,57.5,5965,46.6,46.7,2686,2655,193280,78592,5963,46.6,46.7,2691,2655,193280,78592,0,204864,52544,171904,44608,1089,3113,207360,64000,TRUE,4_D12,53393,82166,10772,120,33,1250,0,1014,-17,18,-43,264,1280,8636,HSC
4_E2,AML3,AML_151044_Plate4_E2_E02_038.fcs,993,966,887,805,2,0.25,1,0.12,183808,43584,402,49.9,2,0.21,0.23,1475,4997,181888,50112,2,0.21,0.23,1475,4997,181888,50112,0,159872,25984,168384,35776,1218,3843,183808,71552,TRUE,4_E2,72137,87838,16028,298,-5,1214,-17,2316,-167,18,-64,347,1901,11419,HSC
4_E3,AML3,AML_151044_Plate4_E3_E03_039.fcs,3868,3841,3630,3097,6,0.19,0,0,NA,NA,499,16.1,225,5.86,6.2,2006,3604,174336,58560,225,5.86,6.2,2006,3604,174336,58560,0,135552,36992,169216,37824,2350,4372,105984,52480,TRUE,4_E3,70444,86731,15664,180,37,1040,68,1043,-71,24,-13,457,2697,11633,HSC
4_E5,AML3,AML_151044_Plate4_E5_E05_040.fcs,9435,9139,9008,2659,924,34.7,150,5.64,188864,49792,1078,40.5,5324,58.3,59.1,10578,8281,262080,182464,5306,58.1,58.9,10578,8299,262080,182656,1,181888,39360,162816,41536,748,9978,183680,41408,TRUE,4_E5,72409,86270,14237,124,30,1184,278,398,-27,18,8,234,1705,12021,HSC
4_E6,AML3,AML_151044_Plate4_E6_E06_041.fcs,30,18,15,10,0,0,0,0,NA,NA,0,0,5,27.8,33.3,13638,8448,262080,254400,4,22.2,26.7,9177,8448,262080,163968,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,4_E6,71668,89185,17672,133,27,1452,33,702,66,52,-49,410,2141,12223,HSC
4_E7,AML3,AML_151044_Plate4_E7_E07_042.fcs,62485,57690,56912,39332,305,0.78,23,0.058,228352,81280,12880,32.7,8588,14.9,15.1,2103,3126,165952,65856,8578,14.9,15.1,2103,3126,165952,65856,110,181888,54528,169600,47296,1132,3384,194048,64640,TRUE,4_E7,66597,82749,18160,231,9,1191,126,1100,-88,45,-20,442,2518,12463,HSC
4_E8,AML3,AML_151044_Plate4_E8_E08_043.fcs,7776,7630,7454,2334,14,0.6,1,0.043,220800,65920,640,27.4,4409,57.8,59.1,5050,3991,234496,110080,4395,57.6,59,5039,3999,234432,110016,0,171520,35840,166656,45632,2534,5434,120704,59264,TRUE,4_E8,69663,86610,11067,-53,31,1701,516,785,-101,17,-115,310,1683,12707,HSC
4_E10,AML3,AML_151044_Plate4_E10_E10_044.fcs,45090,41999,41798,27599,319,1.16,15,0.054,200192,68352,9876,35.8,5434,12.9,13,2056,2804,171328,69312,5425,12.9,13,2052,2810,171264,69184,20,138176,51008,145600,43264,964,3214,168832,61312,TRUE,4_E10,70383,83886,18999,60,13,1086,40,1025,-22,-2,307,364,1849,13135,HSC
4_E11,AML3,AML_151044_Plate4_E11_E11_045.fcs,6736,6701,6299,4442,9,0.2,1,0.023,61312,46016,175,3.94,1267,18.9,20.1,2766,3240,208128,78592,1256,18.7,19.9,2734,3253,207808,78208,0,176384,52864,167424,47040,2750,7321,89728,57536,TRUE,4_E11,79246,92703,16130,195,-1,1375,47,897,-48,16,55,393,2015,13338,HSC
4_E12,AML3,AML_151044_Plate4_E12_E12_046.fcs,13564,13275,13147,8105,99,1.22,6,0.074,192704,80832,6946,85.7,3144,23.7,23.9,2029,4462,166720,62208,3139,23.6,23.9,2029,4462,166720,62272,4,192448,62656,179968,45824,1163,2958,222208,73344,TRUE,4_E12,78094,93467,18369,51,15,1407,-30,1447,-171,10,9,264,1993,13548,HSC
4_F1,AML3,AML_151044_Plate4_F1_F01_047.fcs,29684,28436,27426,11074,4077,36.8,397,3.58,228096,67520,4418,39.9,12810,45,46.7,3253,3816,191168,84416,12793,45,46.6,3253,3816,191168,84416,15,188736,41344,170048,47744,723,6900,191872,43712,TRUE,4_F1,77901,87521,17485,319,10,1446,487,2042,-95,3,-112,473,1562,16079,HSC
4_F2,AML3,AML_151044_Plate4_F2_F02_048.fcs,21651,20668,19923,13872,9903,71.4,1648,11.9,199232,56000,1290,9.3,3859,18.7,19.4,6559,2821,253888,121472,3777,18.3,19,6616,2888,254144,122048,4,179328,41024,165824,41600,712,15269,181248,42752,TRUE,4_F2,82881,92437,19476,122,15,1530,49,233,-105,30,-24,368,2672,15884,HSC
4_F3,AML3,AML_151044_Plate4_F3_F03_049.fcs,14321,13787,13067,7416,91,1.23,9,0.12,137344,60160,1402,18.9,3217,23.3,24.6,4202,5486,243584,121344,3183,23.1,24.4,4159,5568,243072,120576,14,133248,49600,141696,46720,1674,4177,176960,75072,TRUE,4_F3,70202,86401,17325,15,14,1307,-68,448,-109,30,-92,898,2020,15620,HSC
4_F4,AML3,AML_151044_Plate4_F4_F04_050.fcs,1075,1038,966,373,9,2.41,1,0.27,151168,50048,225,60.3,473,45.6,49,4472,3157,183488,73984,468,45.1,48.4,4472,3151,183296,73984,0,161472,41664,146560,35264,1464,6505,132672,50048,TRUE,4_F4,53313,85310,17369,37,-6,2214,869,950,10,45,-96,334,2366,15421,HSC
4_F5,AML3,AML_151044_Plate4_F5_F05_051.fcs,1054,1044,1012,696,3,0.43,1,0.14,56896,40896,481,69.1,3,0.29,0.3,1767,4159,184320,59904,3,0.29,0.3,1767,4159,184320,59904,0,165952,70016,174592,36544,1134,2901,190208,56256,TRUE,4_F5,66263,84886,13064,97,14,1307,480,1615,-70,21,-72,313,1965,15223,HSC
4_F6,AML3,AML_151044_Plate4_F6_F06_052.fcs,17101,16504,15955,7597,158,2.08,19,0.25,223360,75200,4279,56.3,5238,31.7,32.8,3792,4228,218688,101440,5230,31.7,32.8,3800,4228,218816,101632,14,183936,53056,130816,44288,1172,4011,188096,62272,TRUE,4_F6,67171,83658,11980,10,16,1281,-21,1414,75,25,-72,313,1841,15034,HSC
4_F7,AML3,AML_151044_Plate4_F7_F07_053.fcs,32275,30879,30622,17624,190,1.08,3,0.017,190208,84672,4877,27.7,6378,20.7,20.8,2946,2210,207936,85504,6369,20.6,20.8,2940,2210,207808,85440,49,85632,49664,150912,44352,1239,3521,107904,58496,TRUE,4_F7,70943,94546,11309,145,20,898,97,879,-4,14,-29,268,1597,14823,HSC
4_F9,AML3,AML_151044_Plate4_F9_F09_054.fcs,10202,10003,9925,2043,45,2.2,8,0.39,216064,58816,954,46.7,6924,69.2,69.8,6349,4272,262080,137024,6920,69.2,69.7,6349,4272,262080,137024,2,182464,49728,171584,44032,1459,3583,203072,62208,TRUE,4_F9,71009,85437,15002,101,11,1459,41,2132,-95,33,-28,358,1820,14388,HSC
4_F10,AML3,AML_151044_Plate4_F10_F10_055.fcs,20738,20503,20395,15889,9601,60.4,3172,20,177856,47808,1519,9.56,3196,15.6,15.7,4325,2854,188160,91136,3164,15.4,15.5,4352,2865,188160,91456,1,170048,37952,162752,39040,842,11602,171648,40256,TRUE,4_F10,80616,89074,16986,219,32,1255,-48,1924,9,48,70,391,1800,14189,HSC
4_F11,AML3,AML_151044_Plate4_F11_F11_056.fcs,3599,1618,1408,1340,7,0.52,0,0,NA,NA,3,0.22,0,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,228,163968,40512,139648,37504,873,5117,163968,40512,TRUE,4_F11,77474,89171,14065,-7,12,1318,113,1489,-56,30,103,454,1883,13993,HSC
4_F12,AML3,AML_151044_Plate4_F12_F12_057.fcs,7176,2000,1736,1606,1,0.062,1,0.062,196928,53632,2,0.12,8,0.4,0.46,11403,1860,262080,262080,2,0.1,0.12,5824,7430,254656,113024,291,164288,32128,76096,22144,1661,14098,196928,54144,TRUE,4_F12,68130,85000,11296,117,12,920,-10,1711,-21,35,0,249,1626,13778,HSC
4_G3,AML3,AML_151044_Plate4_G3_G03_058.fcs,40389,39990,38334,32620,22190,68,8335,25.6,173312,46464,681,2.09,2736,6.84,7.14,5416,2305,228416,107264,2585,6.46,6.74,5616,2382,230976,110592,2,166720,36928,153088,39872,848,17074,168256,39424,TRUE,4_G3,84566,92372,20470,75,45,1359,145,2120,-107,21,-115,440,3053,16741,HSC
4_G4,AML3,AML_151044_Plate4_G4_G04_059.fcs,23124,3913,3650,3360,14,0.42,5,0.15,220224,52800,5,0.15,66,1.69,1.81,6602,2189,262080,262080,50,1.28,1.37,6616,2544,262080,262080,1790,163392,33408,156800,49536,1942,10878,199488,106432,TRUE,4_G4,58034,83974,19345,110,8,1563,-55,891,-146,28,-22,407,2889,16947,HSC
4_G5,AML3,AML_151044_Plate4_G5_G05_060.fcs,17443,17312,16658,11634,24,0.21,3,0.026,153088,45248,1564,13.4,3042,17.6,18.3,2609,3273,186496,69568,3034,17.5,18.2,2609,3286,186496,69504,0,154688,34816,165696,40832,2888,6826,96448,56768,TRUE,4_G5,72376,90218,14171,163,27,1316,173,879,-68,51,-26,340,2521,17145,HSC
