Plate_well,Sort_id,Exp,platename,Sample_id,sample_name,Depth,VAF.varscan,VAF.mutect,VAF.platypus,mean_VAF,DNMT3A,exp,fcs.name,SingleCells.count,NonEry.count,CD56neg.count,CD14neg.count,IntermediateNeut.count,IntermediateNeut.freq.of.CD14neg,MatureNeut.count,MatureNeut.freq.of.CD14neg,MatureNeut.FSC.A,MatureNeut.SSC.A,EarlyNeut.count,EarlyNeut.freq.of.CD14neg,Mono.count,Mono.freq.of.NonEry,Mono.freq.of.CD56neg,Mono.CD11b.Median,Mono.CD14.Median,Mono.FSC.A,Mono.SSC.A,Mono2.count,Mono2.freq.of.NonEry,Mono2.freq.of.CD56neg,Mono2.CD11b.Median,Mono2.CD14.Median,Mono2.FSC.A,Mono2.SSC.A,Ery.count,IntermediateNeut.FSC.A,IntermediateNeut.SSC.A,EarlyNeut.FSC.A,EarlyNeut.SSC.A,CD66bNeut.CD11b.Median,CD66bNeut.CD66b.Median,CD66bNeut.FSC.A,CD66bNeut.SSC.A,TrueFalse,FSC-A,FSC-W,SSC-A,CD33,CD45RA,CD34,CD90,CD49f,CD38,CD19,Live/Dead,CD7/10,CD45,Time,Cell_seeded
3_C11,3_C11,LEUK34,Plate 3 LEUK34,1506,1506,306,0.1184,NA,0.0625,0.09045,MUT,AML3,AML_151044_Plate3_C11_C11_027.fcs,22036,19100,18531,11618,71,0.61,10,0.086,199296,47680,4940,42.5,3444,18,18.6,2655,2799,213120,101824,3413,17.9,18.4,2634,2815,212224,101248,68,148928,46464,144640,44864,1910,4339,193536,82688,TRUE,68876,84359,14822,29,31,1039,650,2455,-15,11,-112,291,2536,8337,HSC
3_C12,3_C12,LEUK34,Plate 3 LEUK34,1511,1511,211,0.1038,NA,0.064935065,0.084367533,MUT,AML3,AML_151044_Plate3_C12_C12_028.fcs,67554,58689,57408,38717,454,1.17,34,0.088,209984,57472,16327,42.2,7674,13.1,13.4,1917,3240,152640,66560,7672,13.1,13.4,1917,3240,152640,66560,123,179008,48768,166464,50624,1055,3738,181952,55232,TRUE,54094,81336,17383,134,46,1206,-50,1911,-80,11,-14,332,1476,8546,HSC
3_D3,3_D3,LEUK34,Plate 3 LEUK34,1455,1455,263,0.1,NA,NA,0.1,MUT,AML3,AML_151044_Plate3_D3_D03_029.fcs,452,251,219,197,0,0,0,0,NA,NA,23,11.7,5,1.99,2.28,1791,2899,170304,65280,5,1.99,2.28,1791,2899,170304,65280,5,NA,NA,177088,56896,NA,NA,NA,NA,TRUE,71175,84628,15638,137,19,1036,11,828,-30,32,47,247,1620,10737,HSC
3_D4,3_D4,LEUK34,Plate 3 LEUK34,1460,1460,276,0.1324,NA,NA,0.1324,MUT,AML3,AML_151044_Plate3_D4_D04_030.fcs,37084,31413,30651,23393,819,3.5,47,0.2,219136,65856,15097,64.5,4600,14.6,15,3163,2619,181632,80384,4590,14.6,15,3163,2619,181632,80384,334,189120,45120,177856,43072,846,3646,194240,49088,TRUE,71519,85766,12130,215,38,925,-72,1410,-99,33,-71,390,2123,10540,HSC
3_D5,3_D5,LEUK34,Plate 3 LEUK34,1466,1466,520,0.1,NA,NA,0.1,MUT,AML3,AML_151044_Plate3_D5_D05_031.fcs,1491,1456,1391,941,14,1.49,0,0,NA,NA,440,46.8,132,9.07,9.49,1664,4049,158272,52288,131,9,9.42,1664,4099,158272,52288,1,148160,45184,166272,41792,1130,2979,151488,49536,TRUE,73090,86028,11541,204,5,997,70,1115,-85,30,-12,320,1226,10339,HSC
3_D6,3_D6,LEUK34,Plate 3 LEUK34,1473,1473,316,0.1139,NA,NA,0.1139,MUT,AML3,AML_151044_Plate3_D6_D06_032.fcs,8949,8862,8698,2889,383,13.3,166,5.75,218112,56000,1787,61.9,4309,48.6,49.5,6186,3332,238208,121152,4296,48.5,49.4,6173,3345,238144,120896,0,180544,39168,173120,46528,1067,6436,193408,47616,TRUE,66175,86037,11525,54,9,1052,9,1201,-75,17,-43,226,1419,10091,HSC
3_D7,3_D7,LEUK34,Plate 3 LEUK34,1481,1481,246,0.0574,NA,NA,0.0574,MUT,AML3,AML_151044_Plate3_D7_D07_033.fcs,2079,2040,1999,1605,170,10.6,65,4.05,170880,50496,11,0.69,55,2.7,2.75,2899,3083,201600,71616,48,2.35,2.4,2899,3525,201600,73344,1,160256,37888,142464,50240,1987,7301,186880,86976,TRUE,82151,90723,19553,77,34,1742,215,1075,-7,22,-49,330,1098,9870,HSC
3_D8,3_D8,LEUK34,Plate 3 LEUK34,1488,1488,199,0.1212,NA,0.094594595,0.107897298,MUT,AML3,AML_151044_Plate3_D8_D08_034.fcs,29689,28161,27591,14540,1301,8.95,383,2.63,216192,56512,5663,38.9,9170,32.6,33.2,4821,2660,232960,117888,9138,32.4,33.1,4811,2670,232896,117632,10,181632,38848,174912,42688,1002,5578,193344,45952,TRUE,72628,87016,15426,89,27,1527,235,649,-98,32,-61,370,1928,9663,HSC
3_D9,3_D9,LEUK34,Plate 3 LEUK34,1494,1494,301,0.06,NA,NA,0.06,MUT,AML3,AML_151044_Plate3_D9_D09_035.fcs,590,400,366,334,0,0,0,0,NA,NA,4,1.2,4,1,1.09,8392,1509,262080,181440,2,0.5,0.55,6120,1538,253120,156352,11,NA,NA,145216,39616,1106,2784,53632,38784,TRUE,75990,88217,22272,179,15,1728,-6,1853,-25,43,-75,410,2975,9470,HSC
3_D10,3_D10,LEUK34,Plate 3 LEUK34,1501,1501,376,0.1016,NA,NA,0.1016,MUT,AML3,AML_151044_Plate3_D10_D10_036.fcs,2486,2436,2358,2195,4,0.18,0,0,NA,NA,299,13.6,36,1.48,1.53,1696,2670,181888,59904,36,1.48,1.53,1696,2670,181888,59904,0,159552,41344,163328,37248,1384,3038,159488,52416,TRUE,63569,85893,9631,47,19,840,-48,1253,-61,27,24,349,1493,9259,HSC
3_D11,3_D11,LEUK34,Plate 3 LEUK34,1507,1507,156,NA,NA,NA,0,WT,AML3,AML_151044_Plate3_D11_D11_037.fcs,6455,6326,5954,4904,1,0.02,1,0.02,146816,36480,281,5.73,777,12.3,13.1,6866,4623,239936,125760,770,12.2,12.9,6821,4682,238912,124736,0,160448,44480,163776,43584,3227,7708,119232,70528,TRUE,66986,82965,11261,84,32,1373,46,902,-134,11,-96,355,4183,9018,HSC
3_D12,3_D12,LEUK34,Plate 3 LEUK34,1512,1512,326,0.1188,NA,NA,0.1188,MUT,AML3,AML_151044_Plate3_D12_D12_038.fcs,5563,3588,3406,3377,0,0,2,0.059,79424,55040,3,0.089,22,0.61,0.65,6173,4016,262080,262080,16,0.45,0.47,5725,4831,253504,128576,31,NA,NA,175936,33088,3227,9388,221952,172672,TRUE,84019,91497,14812,73,22,1611,39,435,40,59,203,369,2458,8788,HSC
3_E1,3_E1,LEUK34,Plate 3 LEUK34,1442,1442,253,0.0635,NA,NA,0.0635,MUT,AML3,AML_151044_Plate3_E1_E01_039.fcs,57615,45867,45664,24807,11608,46.8,1071,4.32,213184,58880,8171,32.9,17348,37.8,38,3604,3386,182528,82816,17333,37.8,38,3612,3386,182528,82816,682,184640,42880,176448,43648,717,6118,186944,44160,TRUE,80072,88990,16551,98,15,1032,-29,1581,-46,39,52,405,1893,11378,HSC
3_E2,3_E2,LEUK34,Plate 3 LEUK34,1449,1449,130,NA,NA,NA,0,WT,AML3,AML_151044_Plate3_E2_E02_040.fcs,1280,1271,1268,667,15,2.25,0,0,NA,NA,564,84.6,10,0.79,0.79,4882,5774,193344,85568,10,0.79,0.79,4882,5774,193344,85568,0,198080,47616,167872,41216,747,4429,198080,49856,TRUE,67706,85938,12962,-36,18,1256,-96,2233,-117,32,-123,298,2793,11622,HSC
3_E4,3_E4,LEUK34,Plate 3 LEUK34,1461,1461,120,NA,NA,NA,0,WT,AML3,AML_151044_Plate3_E4_E04_041.fcs,3728,3655,3490,1511,17,1.13,1,0.066,155776,102720,754,49.9,1481,40.5,42.4,2495,3246,190720,74944,1480,40.5,42.4,2495,3246,190720,74944,0,184960,41664,184512,43264,1330,3253,184960,55680,TRUE,78685,87821,18278,140,31,1643,-39,986,-1,47,-73,423,2158,12053,HSC
3_E5,3_E5,LEUK34,Plate 3 LEUK34,1467,1467,314,0.1026,NA,NA,0.1026,MUT,AML3,AML_151044_Plate3_E5_E05_042.fcs,27445,27277,26673,23637,16723,70.7,4526,19.1,193024,49920,1178,4.98,1319,4.84,4.95,4965,2156,219328,107136,1256,4.6,4.71,5103,2202,219776,108288,0,172800,36352,168256,38144,823,13704,176128,38784,TRUE,85610,95213,17651,28,18,1129,33,719,90,9,-65,355,2056,12276,HSC
3_E6,3_E6,LEUK34,Plate 3 LEUK34,1474,1474,198,0.101,NA,NA,0.101,MUT,AML3,AML_151044_Plate3_E6_E06_043.fcs,224,199,184,177,6,3.39,3,1.69,251392,55424,24,13.6,1,0.5,0.54,7869,7095,262080,177088,1,0.5,0.54,7869,7095,262080,177088,1,170816,37568,177920,38144,839,9572,178496,40000,TRUE,73179,86346,14545,16,48,1013,135,1256,-102,1,47,373,1603,12480,HSC
3_E7,3_E7,LEUK34,Plate 3 LEUK34,1482,1482,173,0.1395,NA,NA,0.1395,MUT,AML3,AML_151044_Plate3_E7_E07_044.fcs,16047,15279,14697,9719,16,0.16,8,0.082,172480,39936,1864,19.2,3277,21.4,22.3,4462,2665,222208,107008,3261,21.3,22.2,4453,2670,222080,106624,3,147072,40256,168384,40320,2319,5742,140928,60224,TRUE,66557,82565,14690,146,8,1378,93,1150,-31,41,65,351,1709,12674,HSC
3_E8,3_E8,LEUK34,Plate 3 LEUK34,1489,1489,451,0.1041,NA,NA,0.1041,MUT,AML3,AML_151044_Plate3_E8_E08_045.fcs,34531,21569,20800,17685,2530,14.3,1000,5.65,197184,55104,48,0.27,100,0.46,0.48,6516,2826,262080,252544,82,0.38,0.39,6107,3619,262080,255552,121,168256,37376,147584,38976,1016,13860,179328,45632,TRUE,75646,88704,17094,29,27,867,89,662,66,19,8,390,1280,12911,HSC
3_E9,3_E9,LEUK34,Plate 3 LEUK34,1495,1495,146,NA,NA,NA,0,WT,AML3,AML_151044_Plate3_E9_E09_046.fcs,7637,7025,6899,6243,32,0.51,2,0.032,188160,45440,5970,95.6,18,0.26,0.26,1462,7869,243328,79104,18,0.26,0.26,1462,7869,243328,79104,0,168768,38080,185408,44160,1244,2943,205888,51840,TRUE,78859,89557,17622,180,-13,952,113,1247,-88,42,-52,337,2121,13159,HSC
3_E11,3_E11,LEUK34,Plate 3 LEUK34,1508,1508,118,NA,NA,NA,0,WT,AML3,AML_151044_Plate3_E11_E11_047.fcs,18840,18205,17460,11751,12,0.1,2,0.017,191872,46976,1034,8.8,3566,19.6,20.4,3420,2604,218560,101056,3543,19.5,20.3,3400,2609,218304,100480,1,158848,47424,171008,45056,2697,6974,95104,59840,TRUE,78435,93554,16186,253,51,2364,43,1355,-88,24,-50,474,2145,13592,HSC
3_E12,3_E12,LEUK34,Plate 3 LEUK34,1513,1513,192,0.0737,NA,NA,0.0737,MUT,AML3,AML_151044_Plate3_E12_E12_048.fcs,12708,12269,11880,2883,916,31.8,116,4.02,217216,64256,898,31.1,7848,64,66.1,5169,6418,262080,154688,7838,63.9,66,5169,6432,262080,154688,4,182592,46784,151872,48768,762,11408,185536,48640,TRUE,69741,88050,11588,143,-11,1403,752,661,-16,35,-43,351,2030,13815,HSC
3_F1,3_F1,LEUK34,Plate 3 LEUK34,1443,1443,187,0.1196,NA,0.075757576,0.097678788,MUT,AML3,AML_151044_Plate3_F1_F01_049.fcs,4289,4269,4261,2894,15,0.52,1,0.035,213504,87936,1948,67.3,48,1.12,1.13,1529,5347,209920,72000,47,1.1,1.1,1529,5427,209920,72000,0,200576,60032,180480,45568,1283,2838,219328,69504,TRUE,82295,94755,16843,244,0,1923,19,1258,66,28,-36,502,2461,16254,HSC
3_F2,3_F2,LEUK34,Plate 3 LEUK34,1450,1450,221,0.1182,NA,NA,0.1182,MUT,AML3,AML_151044_Plate3_F2_F02_050.fcs,30319,29662,29529,14305,82,0.57,3,0.021,228992,62912,7417,51.8,11519,38.8,39,2686,4594,170048,72448,11513,38.8,39,2686,4594,170048,72384,3,187456,47808,186176,44672,1138,3075,202368,56576,TRUE,73839,89238,14834,127,25,1219,26,937,-102,29,28,439,1705,16038,HSC
3_F3,3_F3,LEUK34,Plate 3 LEUK34,1456,1456,182,0.1222,NA,NA,0.1222,MUT,AML3,AML_151044_Plate3_F3_F03_051.fcs,3226,3200,3142,2540,403,15.9,618,24.3,161856,52800,20,0.79,208,6.5,6.62,3028,2244,188736,79424,167,5.22,5.32,3107,2837,189056,82176,0,149184,39872,142976,43776,1639,12624,166592,55424,TRUE,79031,88908,16553,93,16,1251,-52,1730,127,31,34,325,1955,15835,HSC
3_F5,3_F5,LEUK34,Plate 3 LEUK34,1468,1468,417,0.1117,NA,NA,0.1117,MUT,AML3,AML_151044_Plate3_F5_F05_052.fcs,32702,30584,29733,11797,92,0.78,27,0.23,206976,50048,4091,34.7,13346,43.6,44.9,3554,3163,228416,102336,13332,43.6,44.8,3554,3163,228416,102272,50,171392,39360,168128,41984,1764,4674,189312,56640,TRUE,60410,84971,15564,130,-8,1296,400,2195,-144,11,-110,231,2192,15427,HSC
3_F7,3_F7,LEUK34,Plate 3 LEUK34,1483,1483,225,0.0796,NA,NA,0.0796,MUT,AML3,AML_151044_Plate3_F7_F07_054.fcs,9230,9053,8830,8674,185,2.13,12,0.14,187008,51328,3095,35.7,8,0.088,0.091,1794,7596,262080,71360,8,0.088,0.091,1794,7596,262080,71360,1,175232,41472,167616,36416,1218,3008,198528,52672,TRUE,70830,85611,15345,90,11,1146,149,1818,-137,18,-71,382,1788,15012,HSC
3_F9,3_F9,LEUK34,Plate 3 LEUK34,1496,1496,159,0.0909,NA,NA,0.0909,MUT,AML3,AML_151044_Plate3_F9_F09_056.fcs,11871,11657,11518,8837,8,0.091,0,0,NA,NA,4794,54.2,840,7.21,7.29,1744,3686,166656,53632,840,7.21,7.29,1744,3686,166656,53632,1,155328,33536,164800,37376,1373,2979,155328,48192,TRUE,67334,85167,13934,294,27,1259,-43,2317,-55,28,-39,334,2003,14612,HSC
3_F11,3_F11,LEUK34,Plate 3 LEUK34,1509,1509,432,0.1221,NA,NA,0.1221,MUT,AML3,AML_151044_Plate3_F11_F11_057.fcs,19992,19498,19208,18110,32,0.18,0,0,NA,NA,12129,67,163,0.84,0.85,1661,3028,179072,54400,163,0.84,0.85,1661,3028,179072,54400,2,166272,38336,179712,41792,1206,3008,196544,77760,TRUE,65524,85986,11860,10,29,1062,7,1140,-158,18,36,335,1648,14211,HSC
3_G1,3_G1,LEUK34,Plate 3 LEUK34,1444,1444,464,0.0991,NA,NA,0.0991,MUT,AML3,AML_151044_Plate3_G1_G01_059.fcs,25061,24967,24912,16386,40,0.24,1,0.0061,213312,65280,10557,64.4,4238,17,17,1991,4185,179072,63104,4238,17,17,1991,4185,179072,63104,0,198720,54592,183040,46656,1415,3030,185344,58560,TRUE,75187,92439,16061,99,-3,1483,71,1243,-111,27,-116,286,1563,16525,HSC
3_G4,3_G4,LEUK34,Plate 3 LEUK34,1462,1462,270,0.1269,NA,NA,0.1269,MUT,AML3,AML_151044_Plate3_G4_G04_060.fcs,32123,30740,30687,21608,1593,7.37,90,0.42,241600,72448,15963,73.9,6293,20.5,20.5,2670,3286,177792,74880,6292,20.5,20.5,2670,3286,177792,74880,150,193280,45760,176704,42368,748,4295,196928,48448,TRUE,67772,85931,13493,91,21,1421,13,1290,-123,21,-32,389,1454,17219,HSC
3_G5,3_G5,LEUK34,Plate 3 LEUK34,1469,1469,126,NA,NA,0.081632653,0.081632653,MUT,AML3,AML_151044_Plate3_G5_G05_061.fcs,24802,15758,15276,14604,14,0.096,0,0,NA,NA,1409,9.65,150,0.95,0.98,1664,5359,169472,57728,150,0.95,0.98,1664,5359,169472,57728,748,160640,37760,167488,41856,1123,2764,201024,57216,TRUE,74014,85267,15636,-22,-2,1681,-1,644,-115,27,31,539,1778,17433,HSC
3_G6,3_G6,LEUK34,Plate 3 LEUK34,1476,1476,132,NA,NA,NA,0,WT,AML3,AML_151044_Plate3_G6_G06_062.fcs,41671,40532,39916,28509,13,0.046,1,0.00351,203392,80128,7019,24.6,4916,12.1,12.3,1939,2888,191040,73152,4913,12.1,12.3,1939,2888,191040,73152,19,182912,46336,172800,40768,2350,5307,94400,58688,TRUE,55946,82136,14565,103,27,1572,-30,2195,-257,18,-118,387,2372,17640,HSC
3_G7,3_G7,LEUK34,Plate 3 LEUK34,1484,1484,322,0.0864,NA,NA,0.0864,MUT,AML3,AML_151044_Plate3_G7_G07_063.fcs,3104,3005,2926,1078,568,52.7,61,5.66,211520,52864,253,23.5,1610,53.6,55,7714,6516,262080,179072,1601,53.3,54.7,7714,6559,262080,178752,1,184384,39104,170688,40064,722,8526,186752,40640,TRUE,81454,89396,14085,278,-7,1008,184,1007,-28,7,-24,392,2025,17872,HSC
3_G8,3_G8,LEUK34,Plate 3 LEUK34,1491,1491,132,0.1212,NA,NA,0.1212,MUT,AML3,AML_151044_Plate3_G8_G08_064.fcs,26481,26039,25667,15706,86,0.55,7,0.045,227136,70080,13996,89.1,6303,24.2,24.6,2782,2400,189760,73216,6300,24.2,24.5,2782,2400,189760,73216,0,200640,46976,175360,42816,1063,3151,207936,56768,TRUE,73902,86885,14205,61,32,1331,9,1165,-26,12,-53,462,1990,18065,HSC
3_G10,3_G10,LEUK34,Plate 3 LEUK34,1502,1502,86,NA,NA,NA,0,WT,AML3,AML_151044_Plate3_G10_G10_065.fcs,17289,17101,16716,11498,9,0.078,0,0,NA,NA,1958,17,2654,15.5,15.9,2387,2928,186688,70784,2651,15.5,15.9,2387,2928,186688,70784,0,100736,36544,149504,46656,1987,4328,118656,59840,TRUE,70380,86180,14339,33,47,1406,-18,689,-67,29,-12,426,2016,18483,HSC
3_G11,3_G11,LEUK34,Plate 3 LEUK34,1510,1510,216,0.0748,NA,NA,0.0748,MUT,AML3,AML_151044_Plate3_G11_G11_066.fcs,66434,63560,62571,45612,6862,15,458,1,228544,64704,12013,26.3,10076,15.9,16.1,2963,2461,196800,89536,10066,15.8,16.1,2963,2466,196736,89472,4,190784,42432,175232,44160,742,5051,194112,44224,TRUE,78706,87875,14631,5,34,2005,2,703,-161,-5,-60,579,3081,18756,HSC
3_G12,3_G12,LEUK34,Plate 3 LEUK34,1515,1515,120,NA,NA,NA,0,WT,AML3,AML_151044_Plate3_G12_G12_067.fcs,37591,37164,36651,18021,396,2.2,64,0.36,218944,62336,10771,59.8,11980,32.2,32.7,2355,2804,199104,81792,11973,32.2,32.7,2355,2804,199104,81792,0,191872,47808,177856,51200,1026,4145,197248,55744,TRUE,67618,84529,13411,148,30,1336,112,986,-115,43,2,308,1813,19009,HSC
3_H1,3_H1,LEUK34,Plate 3 LEUK34,1445,1445,1041,0.112,NA,NA,0.112,MUT,AML3,AML_151044_Plate3_H1_H01_068.fcs,15145,4913,4836,4585,5,0.11,30,0.65,198720,113408,15,0.33,75,1.53,1.55,4389,1317,241344,166464,48,0.98,0.99,3539,1389,228096,145088,1087,146432,54656,148096,54592,2882,7012,211072,133184,TRUE,69642,87092,17475,-41,21,1245,137,790,14,10,-25,267,1798,21743,HSC
3_H2,3_H2,LEUK34,Plate 3 LEUK34,1451,1451,202,0.10780000000000001,NA,NA,0.10780000000000001,MUT,AML3,AML_151044_Plate3_H2_H02_069.fcs,7860,7846,7823,5891,559,9.49,2466,41.9,207680,73408,8,0.14,810,10.3,10.4,3208,2461,217984,70912,495,6.31,6.33,2843,6107,202112,62208,1,168576,34880,162944,42304,2476,15053,213952,95424,TRUE,74440,91125,11834,98,27,1206,118,347,12,2,-1,339,1196,21510,HSC
3_H5,3_H5,LEUK34,Plate 3 LEUK34,1470,1470,208,0.0962,NA,0.073529412,0.084864706,MUT,AML3,AML_151044_Plate3_H5_H05_071.fcs,76599,74730,73494,45530,57,0.13,4,0.00879,58624,34624,12482,27.4,10659,14.3,14.5,1788,3754,169152,60416,10654,14.3,14.5,1788,3754,169152,60416,18,185984,48704,184000,45056,1961,4555,104448,57216,TRUE,71682,89307,12593,87,21,1008,305,1113,-56,37,73,502,2114,20876,HSC
3_H6,3_H6,LEUK34,Plate 3 LEUK34,1477,1477,362,0.0939,NA,NA,0.0939,MUT,AML3,AML_151044_Plate3_H6_H06_072.fcs,3476,1968,1832,1338,1,0.075,1,0.075,262080,262080,13,0.97,8,0.41,0.44,2193,3785,204352,88000,7,0.36,0.38,2193,3942,204352,88000,151,193536,112704,174144,50240,826,3766,193536,112704,TRUE,75186,95774,11940,174,16,706,-29,1935,-20,18,-59,318,2126,20630,HSC
3_H7,3_H7,LEUK34,Plate 3 LEUK34,1485,1485,228,0.0849,NA,NA,0.0849,MUT,AML3,AML_151044_Plate3_H7_H07_073.fcs,767,747,717,510,4,0.78,0,0,NA,NA,142,27.8,92,12.3,12.8,2006,4711,194560,72384,91,12.2,12.7,2006,4761,196544,72384,0,136384,40128,199360,50688,1738,3637,194752,67072,TRUE,63641,83715,12307,90,21,1117,628,1556,-143,3,-11,339,1362,20399,HSC
3_H8,3_H8,LEUK34,Plate 3 LEUK34,1492,1492,118,0.1186,NA,NA,0.1186,MUT,AML3,AML_151044_Plate3_H8_H08_074.fcs,13214,13093,12916,8451,5985,70.8,1889,22.4,185024,47104,253,2.99,3574,27.3,27.7,7049,4575,251328,119872,3500,26.7,27.1,7142,4662,252416,121472,1,177792,37952,166976,46976,842,26077,179520,40064,TRUE,70573,86672,13313,36,10,829,-68,587,-108,42,-8,284,1712,20200,HSC
3_H9,3_H9,LEUK34,Plate 3 LEUK34,1497,1497,109,NA,NA,NA,0,WT,AML3,AML_151044_Plate3_H9_H09_075.fcs,12565,12511,12329,8601,5258,61.1,1890,22,191104,50304,740,8.6,2650,21.2,21.5,5103,3279,244032,111936,2600,20.8,21.1,5158,3319,244224,112384,0,178432,39872,163136,46464,879,21019,181120,42368,TRUE,68886,85221,9626,94,35,938,-27,447,9,0,54,215,1743,19933,HSC
3_H10,3_H10,LEUK34,Plate 3 LEUK34,1503,1503,173,0.1279,NA,NA,0.1279,MUT,AML3,AML_151044_Plate3_H10_H10_076.fcs,6738,6705,6459,2684,14,0.52,7,0.26,126912,35840,874,32.6,2654,39.6,41.1,2419,3808,185664,73024,2654,39.6,41.1,2419,3808,185664,73024,0,98688,46080,145856,53888,2262,5171,81984,52352,TRUE,65882,84158,10010,34,29,1339,236,799,65,33,-15,316,1920,19716,HSC
4_A9,4_A9,LEUK34,Plate 4 LEUK34,1566,1566,193,0.1053,NA,NA,0.1053,MUT,AML3,AML_151044_Plate4_A9_A09_007.fcs,18181,17113,16588,6918,408,5.9,47,0.68,224512,72384,2990,43.2,5914,34.6,35.7,2871,3107,203392,86144,5904,34.5,35.6,2865,3101,203264,86080,27,181120,50240,144384,48512,954,4317,181312,53696,TRUE,73495,86676,16713,91,55,1196,-59,1096,-61,-1,19,271,2305,2648,HSC
4_A10,4_A10,LEUK34,Plate 4 LEUK34,1571,1571,66,NA,NA,NA,0,WT,AML3,AML_151044_Plate4_A10_A10_008.fcs,14082,14004,13706,8277,204,2.46,10,0.12,204800,43584,3773,45.6,3430,24.5,25,2337,3671,201344,69824,3430,24.5,25,2337,3671,201344,69824,0,189312,49920,182464,44096,1121,3098,196032,56448,TRUE,68701,84245,13208,153,34,1139,58,463,49,40,3,322,1807,2847,HSC
4_A12,4_A12,LEUK34,Plate 4 LEUK34,1583,1583,16,NA,NA,NA,0,WT,AML3,AML_151044_Plate4_A12_A12_009.fcs,35597,13840,13527,9166,1636,17.8,1863,20.3,165248,48448,431,4.7,1238,8.95,9.15,3769,4435,187200,91200,1185,8.56,8.76,3816,4575,187456,92352,911,160256,37184,152384,48896,1190,20597,162624,43456,TRUE,73422,86620,11127,53,29,892,-11,467,-93,-9,-22,321,1518,3280,HSC
4_F1,4_F1,LEUK34,Plate 4 LEUK34,1520,1520,75,0.1892,NA,NA,0.1892,MUT,AML3,AML_151044_Plate4_F1_F01_047.fcs,29684,28436,27426,11074,4077,36.8,397,3.58,228096,67520,4418,39.9,12810,45,46.7,3253,3816,191168,84416,12793,45,46.6,3253,3816,191168,84416,15,188736,41344,170048,47744,723,6900,191872,43712,TRUE,77901,87521,17485,319,10,1446,487,2042,-95,3,-112,473,1562,16079,HSC
4_G3,4_G3,LEUK34,Plate 4 LEUK34,1531,1531,40,NA,NA,NA,0,WT,AML3,AML_151044_Plate4_G3_G03_058.fcs,40389,39990,38334,32620,22190,68,8335,25.6,173312,46464,681,2.09,2736,6.84,7.14,5416,2305,228416,107264,2585,6.46,6.74,5616,2382,230976,110592,2,166720,36928,153088,39872,848,17074,168256,39424,TRUE,84566,92372,20470,75,45,1359,145,2120,-107,21,-115,440,3053,16741,HSC
4_G4,4_G4,LEUK34,Plate 4 LEUK34,1537,1537,22,NA,NA,NA,0,WT,AML3,AML_151044_Plate4_G4_G04_059.fcs,23124,3913,3650,3360,14,0.42,5,0.15,220224,52800,5,0.15,66,1.69,1.81,6602,2189,262080,262080,50,1.28,1.37,6616,2544,262080,262080,1790,163392,33408,156800,49536,1942,10878,199488,106432,TRUE,58034,83974,19345,110,8,1563,-55,891,-146,28,-22,407,2889,16947,HSC
4_H7,4_H7,LEUK34,Plate 4 LEUK34,1559,1559,24,NA,NA,NA,0,WT,AML3,AML_151044_Plate4_H7_H07_071.fcs,28319,27856,27688,13887,346,2.49,32,0.23,229120,67776,10490,75.5,8901,32,32.1,2519,2940,187840,75776,8894,31.9,32.1,2519,2934,187840,75776,3,185792,48576,169280,43520,892,3478,190912,55360,TRUE,61401,82591,12062,290,15,1454,-22,1437,-17,19,-76,401,2084,19945,HSC
4_H8,4_H8,LEUK34,Plate 4 LEUK34,1565,1565,20,NA,NA,NA,0,WT,AML3,AML_151044_Plate4_H8_H08_072.fcs,38709,35381,35102,22221,186,0.84,18,0.081,215168,53632,11045,49.7,5000,14.1,14.2,2424,3497,174400,75200,4991,14.1,14.2,2419,3504,174336,75136,116,156224,50240,146176,45120,1227,3619,189696,63872,TRUE,74151,88696,15480,92,14,1683,214,1709,-175,29,-50,333,2529,19714,HSC
5_A1,5_A1,LEUK34,Plate 5 LEUK34,1590,1590,266,0.1136,NA,NA,0.1136,MUT,AML3,AML_151044_Plate5_A1_A01_001.fcs,2637,2042,1976,422,51,12.1,46,10.9,171200,48640,74,17.5,1390,68.1,70.3,5191,8794,242560,115840,1383,67.7,70,5213,8834,243136,116160,72,166208,39744,167552,61376,1397,9572,172032,50880,TRUE,46722,80498,17231,-15,19,2113,343,1930,-144,33,-44,373,2663,1307,HSC
5_A2,5_A2,LEUK34,Plate 5 LEUK34,1595,1595,749,0.0679,NA,NA,0.0679,MUT,AML3,AML_151044_Plate5_A2_A02_002.fcs,43,21,12,7,0,0,0,0,NA,NA,1,14.3,5,23.8,41.7,16497,12467,262080,262080,5,23.8,41.7,16497,12467,262080,262080,1,NA,NA,154560,46080,NA,NA,NA,NA,TRUE,71996,85963,14282,30,18,825,131,518,-16,35,48,248,1251,1545,HSC
5_A3,5_A3,LEUK34,Plate 5 LEUK34,1600,1600,189,0.0957,NA,NA,0.0957,MUT,AML3,AML_151044_Plate5_A3_A03_003.fcs,30462,10518,9885,9541,5,0.052,22,0.23,185344,118400,7,0.073,86,0.82,0.87,11773,3234,262080,262080,76,0.72,0.77,12874,3634,262080,262080,768,128064,43584,53312,13504,2509,5593,180288,113024,TRUE,92656,101803,15945,88,26,1262,99,407,-116,20,-1,453,1875,1756,HSC
